edit_id,source_id,class,family,changed_ratio,component_count,candidate_type,human_label,comment
seed42_edit00,732,Material missing,C_elongated_ribbon,0.0043798828125,25,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,740,Material missing,D_irregular_boundary,0.04821533203125,275,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,742,Material missing,C_elongated_ribbon,0.00044677734375,17,WEAK_CHANGE_CANDIDATE,,
seed42_edit02,745,Material missing,C_elongated_ribbon,0.00287353515625,42,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,746,Material missing,C_elongated_ribbon,0.00021728515625,5,WEAK_CHANGE_CANDIDATE,,
seed42_edit02,751,Material missing,D_irregular_boundary,0.02867431640625,142,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,758,Material missing,C_elongated_ribbon,0.0025146484375,22,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,761,Material missing,D_irregular_boundary,0.00141845703125,55,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,766,Material missing,D_irregular_boundary,0.04689208984375,239,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,787,Tears,C_elongated_ribbon,0.001875,46,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,788,Tears,C_elongated_ribbon,0.00010498046875,8,WEAK_CHANGE_CANDIDATE,,
seed42_edit00,790,Tears,C_elongated_ribbon,0.000439453125,2,WEAK_CHANGE_CANDIDATE,,
seed42_edit00,797,Tears,C_elongated_ribbon,8.544921875e-05,7,WEAK_CHANGE_CANDIDATE,,
seed42_edit01,807,Tears,D_irregular_boundary,0.0455322265625,74,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,812,Tears,C_elongated_ribbon,0.00022216796875,21,NOISE_PATTERN_CANDIDATE|WEAK_CHANGE_CANDIDATE,,
seed42_edit00,815,Tears,D_irregular_boundary,0.032412109375,253,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,816,Tears,C_elongated_ribbon,0.0004296875,17,WEAK_CHANGE_CANDIDATE,,
seed42_edit02,816,Tears,C_elongated_ribbon,8.30078125e-05,9,WEAK_CHANGE_CANDIDATE,,
seed42_edit00,826,Tears,D_irregular_boundary,0.02431396484375,167,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,847,Dent,C_elongated_ribbon,0.0001416015625,16,WEAK_CHANGE_CANDIDATE,,
seed42_edit00,856,Dent,D_irregular_boundary,0.01936767578125,102,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,859,Dent,C_elongated_ribbon,0.0004248046875,9,WEAK_CHANGE_CANDIDATE,,
seed42_edit00,871,Dent,C_elongated_ribbon,0.00027099609375,2,WEAK_CHANGE_CANDIDATE,,
seed42_edit00,883,Dent,C_elongated_ribbon,0.00259521484375,20,NOISE_PATTERN_CANDIDATE,,
seed42_edit02,886,Dent,D_irregular_boundary,0.01363525390625,130,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,889,Dent,C_elongated_ribbon,0.004423828125,27,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,900,Dent,C_elongated_ribbon,0.0003564453125,8,WEAK_CHANGE_CANDIDATE,,
seed42_edit01,904,Dent,C_elongated_ribbon,0.00044189453125,23,WEAK_CHANGE_CANDIDATE,,
seed42_edit00,918,Dent,D_irregular_boundary,0.00274658203125,109,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,919,Dent,D_irregular_boundary,0.00974365234375,158,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,920,Dent,C_elongated_ribbon,0.004794921875,50,NOISE_PATTERN_CANDIDATE,,
seed42_edit02,930,Dent,C_elongated_ribbon,0.00015380859375,13,WEAK_CHANGE_CANDIDATE,,
seed42_edit00,934,Dent,D_irregular_boundary,0.0003466796875,12,WEAK_CHANGE_CANDIDATE,,
seed42_edit00,935,Dent,C_elongated_ribbon,0.00016357421875,24,NOISE_PATTERN_CANDIDATE|WEAK_CHANGE_CANDIDATE,,
seed42_edit01,943,Dent,D_irregular_boundary,0.00708740234375,72,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,953,Dent,D_irregular_boundary,0.0003515625,2,WEAK_CHANGE_CANDIDATE,,
seed42_edit00,954,Dent,D_irregular_boundary,0.0097412109375,283,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,959,Dent,C_elongated_ribbon,5.37109375e-05,6,WEAK_CHANGE_CANDIDATE,,
seed42_edit00,961,Dent,C_elongated_ribbon,0.00293212890625,41,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,970,Dent,D_irregular_boundary,0.02607177734375,122,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,977,Dent,C_elongated_ribbon,9.033203125e-05,12,WEAK_CHANGE_CANDIDATE,,
seed42_edit01,985,Dent,D_irregular_boundary,0.02826904296875,100,NOISE_PATTERN_CANDIDATE,,
seed42_edit00,999,Dent,D_irregular_boundary,0.04126220703125,149,NOISE_PATTERN_CANDIDATE,,
seed42_edit01,1008,Dent,C_elongated_ribbon,2.9296875e-05,7,WEAK_CHANGE_CANDIDATE,,
