patch_path,source_image,split,class_id,class_name,source_type,bbox,crop_coordinates,source_index
results/fast_repro/exp06_roi/patches/train/corrosion/423__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/423.png,train,6,corrosion,gt_positive,"[338.0, 158.0, 374.0, 181.00001525878906]","[334, 156, 378, 183]",0
results/fast_repro/exp06_roi/patches/train/corrosion/423__gt1.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/423.png,train,6,corrosion,gt_positive,"[274.0, 384.0, 292.0, 403.0]","[272, 382, 294, 405]",1
results/fast_repro/exp06_roi/patches/train/corrosion/424__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/424.png,train,6,corrosion,gt_positive,"[590.0, 244.0, 672.0, 276.0000305175781]","[582, 241, 680, 279]",0
results/fast_repro/exp06_roi/patches/train/corrosion/424__gt1.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/424.png,train,6,corrosion,gt_positive,"[486.388916015625, 117.36507415771484, 568.0079345703125, 156.36508178710938]","[478, 113, 576, 160]",1
results/fast_repro/exp06_roi/patches/train/corrosion/426__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/426.png,train,6,corrosion,gt_positive,"[530.0, 131.0, 624.0, 271.0]","[521, 117, 633, 285]",0
results/fast_repro/exp06_roi/patches/train/corrosion/426__gt1.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/426.png,train,6,corrosion,gt_positive,"[637.0079345703125, 57.30158996582031, 716.0079345703125, 259.3650817871094]","[629, 37, 720, 280]",1
results/fast_repro/exp06_roi/patches/train/corrosion/426__gt2.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/426.png,train,6,corrosion,gt_positive,"[475.0079345703125, 239.36508178710938, 553.0555419921875, 286.6666564941406]","[467, 235, 561, 291]",2
results/fast_repro/exp06_roi/patches/train/corrosion/426__gt3.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/426.png,train,6,corrosion,gt_positive,"[415.0079345703125, 210.36508178710938, 466.547607421875, 277.3650817871094]","[410, 204, 472, 284]",3
results/fast_repro/exp06_roi/patches/train/corrosion/426__gt4.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/426.png,train,6,corrosion,gt_positive,"[407.0079345703125, 162.36508178710938, 427.26190185546875, 199.36508178710938]","[405, 159, 429, 203]",4
results/fast_repro/exp06_roi/patches/train/corrosion/427__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/427.png,train,6,corrosion,gt_positive,"[401.0079345703125, 195.3650665283203, 469.0079345703125, 268.3650817871094]","[394, 188, 476, 276]",0
results/fast_repro/exp06_roi/patches/train/corrosion/428__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/428.png,train,6,corrosion,gt_positive,"[379.37322998046875, 87.8591537475586, 596.9365844726562, 192.1126708984375]","[358, 77, 619, 203]",0
results/fast_repro/exp06_roi/patches/train/corrosion/429__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/429.png,train,6,corrosion,gt_positive,"[486.0079345703125, 120.36507415771484, 719.0079345703125, 282.3650817871094]","[463, 104, 720, 299]",0
results/fast_repro/exp06_roi/patches/train/corrosion/431__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/431.png,train,6,corrosion,gt_positive,"[380.0079345703125, 91.4285659790039, 534.0079345703125, 254.36508178710938]","[365, 75, 549, 271]",0
results/fast_repro/exp06_roi/patches/train/corrosion/431__gt1.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/431.png,train,6,corrosion,gt_positive,"[451.9999694824219, 277.0, 485.0, 306.0]","[449, 274, 488, 309]",1
results/fast_repro/exp06_roi/patches/train/Tip curl/434__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/434.jpg,train,5,Tip curl,gt_positive,"[72.69413757324219, 14.932754516601562, 160.32972717285156, 70.0303726196289]","[64, 9, 169, 76]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/435__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/435.jpg,train,5,Tip curl,gt_positive,"[727.338134765625, 140.2877655029297, 875.6905517578125, 271.94244384765625]","[713, 127, 880, 285]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/436__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/436.jpg,train,5,Tip curl,gt_positive,"[347.3354187011719, 260.3448181152344, 428.58990478515625, 331.50469970703125]","[339, 253, 437, 339]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/439__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/439.jpg,train,5,Tip curl,gt_positive,"[615.52392578125, 185.51100158691406, 712.0310668945312, 275.4204406738281]","[606, 177, 722, 284]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/441__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/441.jpg,train,5,Tip curl,gt_positive,"[525.626708984375, 198.7473907470703, 634.2379760742188, 299.29998779296875]","[515, 189, 645, 309]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/442__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/442.jpg,train,5,Tip curl,gt_positive,"[480.9195556640625, 220.0, 549.6865234375, 277.1159973144531]","[474, 214, 557, 283]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/443__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/443.jpg,train,5,Tip curl,gt_positive,"[35.383949279785156, 34.67245101928711, 110.87202453613281, 95.84381866455078]","[28, 29, 118, 102]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/444__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/444.jpg,train,5,Tip curl,gt_positive,"[390.2846374511719, 247.5, 470.4000244140625, 332.0]","[382, 239, 478, 340]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/445__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/445.jpg,train,5,Tip curl,gt_positive,"[404.0752258300781, 230.5, 500.3999938964844, 342.94671630859375]","[394, 219, 510, 354]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/446__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/446.jpg,train,5,Tip curl,gt_positive,"[568.3742065429688, 201.53375244140625, 639.3273315429688, 267.6584777832031]","[561, 195, 646, 274]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/447__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/447.jpg,train,5,Tip curl,gt_positive,"[367.0689697265625, 245.0, 446.5517272949219, 299.82757568359375]","[359, 240, 455, 305]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/448__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/448.jpg,train,5,Tip curl,gt_positive,"[329.1139221191406, 260.0, 400.6263122558594, 318.37158203125]","[322, 254, 408, 324]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/449__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/449.jpg,train,5,Tip curl,gt_positive,"[497.1680603027344, 208.34312438964844, 588.0023193359375, 286.0164489746094]","[488, 201, 597, 294]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/450__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/450.jpg,train,5,Tip curl,gt_positive,"[571.0810546875, 197.53231811523438, 663.0904541015625, 285.8989562988281]","[562, 189, 672, 295]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/451__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/451.jpg,train,5,Tip curl,gt_positive,"[403.4482727050781, 236.20689392089844, 477.20001220703125, 294.70001220703125]","[396, 230, 485, 301]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/452__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/452.jpg,train,5,Tip curl,gt_positive,"[528.1012573242188, 210.34481811523438, 593.5736694335938, 268.96551513671875]","[522, 204, 600, 275]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/455__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/455.jpg,train,5,Tip curl,gt_positive,"[611.9540405273438, 191.4942626953125, 687.12646484375, 247.8160858154297]","[604, 186, 695, 253]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/456__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/456.jpg,train,5,Tip curl,gt_positive,"[484.320556640625, 222.99652099609375, 563.2265625, 299.3031311035156]","[476, 215, 571, 307]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/457__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/457.jpg,train,5,Tip curl,gt_positive,"[438.29058837890625, 216.3817596435547, 544.596923828125, 346.6552429199219]","[428, 203, 555, 360]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/458__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/458.jpg,train,5,Tip curl,gt_positive,"[506.68060302734375, 208.76828002929688, 614.2796020507812, 291.2317199707031]","[496, 201, 625, 299]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/459__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/459.jpg,train,5,Tip curl,gt_positive,"[311.64556884765625, 264.3038024902344, 382.9310302734375, 314.3103332519531]","[305, 259, 390, 319]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/461__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/461.jpg,train,5,Tip curl,gt_positive,"[294.5521240234375, 272.2467041015625, 391.87652587890625, 346.9897155761719]","[285, 265, 402, 354]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/462__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/462.jpg,train,5,Tip curl,gt_positive,"[624.5977172851562, 180.6896514892578, 724.8275756835938, 275.07122802734375]","[615, 171, 735, 285]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/463__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/463.jpg,train,5,Tip curl,gt_positive,"[442.0612487792969, 227.57659912109375, 510.9717712402344, 288.7147216796875]","[435, 221, 518, 295]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/465__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/465.jpg,train,5,Tip curl,gt_positive,"[349.6551513671875, 253.10345458984375, 421.03448486328125, 301.3793029785156]","[343, 248, 428, 306]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/466__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/466.jpg,train,5,Tip curl,gt_positive,"[595.5172119140625, 188.9655303955078, 681.5516967773438, 286.2069091796875]","[587, 179, 690, 296]",0
results/fast_repro/exp06_roi/patches/train/Tip curl/467__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/467.jpg,train,5,Tip curl,gt_positive,"[420.2298889160156, 234.6999969482422, 515.1000366210938, 312.4137878417969]","[411, 227, 525, 320]",0
results/fast_repro/exp06_roi/patches/train/Crack/468__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/468.jpg,train,1,Crack,gt_positive,"[384.3423767089844, 236.9519805908203, 398.5386047363281, 359.4989318847656]","[383, 225, 400, 372]",0
results/fast_repro/exp06_roi/patches/train/Crack/469__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/469.jpg,train,1,Crack,gt_positive,"[414.663330078125, 176.05984497070312, 562.6419067382812, 300.8297119140625]","[400, 164, 577, 313]",0
results/fast_repro/exp06_roi/patches/train/Crack/470__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/470.jpg,train,1,Crack,gt_positive,"[200.19949340820312, 110.47381591796875, 462.6415100097656, 295.6331787109375]","[174, 92, 489, 314]",0
results/fast_repro/exp06_roi/patches/train/Crack/471__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/471.jpg,train,1,Crack,gt_positive,"[199.04818725585938, 243.2432403564453, 205.74618530273438, 282.8437194824219]","[198, 239, 206, 287]",0
results/fast_repro/exp06_roi/patches/train/Crack/474__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/474.jpg,train,1,Crack,gt_positive,"[529.4363403320312, 120.33425903320312, 544.2588500976562, 240.50103759765625]","[528, 108, 546, 253]",0
results/fast_repro/exp06_roi/patches/train/Crack/476__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/476.jpg,train,1,Crack,gt_positive,"[348.9028015136719, 231.39013671875, 379.0732421875, 344.5440979003906]","[346, 220, 382, 356]",0
results/fast_repro/exp06_roi/patches/train/Crack/476__gt1.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/476.jpg,train,1,Crack,gt_positive,"[392.1000061035156, 363.4586181640625, 400.70001220703125, 370.6999816894531]","[391, 363, 402, 371]",1
results/fast_repro/exp06_roi/patches/train/Crack/478__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/478.jpg,train,1,Crack,gt_positive,"[102.7272720336914, 205.15151977539062, 326.06060791015625, 299.3939514160156]","[80, 196, 348, 309]",0
results/fast_repro/exp06_roi/patches/train/Crack/480__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/480.jpg,train,1,Crack,gt_positive,"[220.58822631835938, 122.39818572998047, 513.1597290039062, 294.5946044921875]","[191, 105, 542, 312]",0
results/fast_repro/exp06_roi/patches/train/Crack/481__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/481.jpg,train,1,Crack,gt_positive,"[432.24139404296875, 169.48275756835938, 489.0, 271.1999816894531]","[427, 159, 495, 281]",0
results/fast_repro/exp06_roi/patches/train/Crack/482__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/482.jpg,train,1,Crack,gt_positive,"[605.0, 191.72413635253906, 613.3999633789062, 224.6999969482422]","[604, 188, 614, 228]",0
results/fast_repro/exp06_roi/patches/train/Crack/482__gt1.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/482.jpg,train,1,Crack,gt_positive,"[609.9000244140625, 228.1999969482422, 620.7000122070312, 253.39999389648438]","[609, 226, 622, 256]",1
results/fast_repro/exp06_roi/patches/train/Crack/482__gt2.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/482.jpg,train,1,Crack,gt_positive,"[620.3999633789062, 267.6000061035156, 625.0, 285.5]","[620, 266, 625, 287]",2
results/fast_repro/exp06_roi/patches/train/Crack/482__gt3.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/482.jpg,train,1,Crack,gt_positive,"[624.0, 288.6999816894531, 629.0, 303.5999755859375]","[624, 287, 630, 305]",3
results/fast_repro/exp06_roi/patches/train/Crack/483__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/483.jpg,train,1,Crack,gt_positive,"[518.765380859375, 295.6961975097656, 538.0247192382812, 426.4197692871094]","[517, 283, 540, 439]",0
results/fast_repro/exp06_roi/patches/train/Crack/485__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/485.jpg,train,1,Crack,gt_positive,"[221.15383911132812, 125.52197265625, 513.16796875, 294.06488037109375]","[192, 109, 542, 311]",0
results/fast_repro/exp06_roi/patches/train/Crack/486__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/486.jpg,train,1,Crack,gt_positive,"[522.3381958007812, 54.07098388671875, 537.5783081054688, 184.13360595703125]","[521, 41, 539, 197]",0
results/fast_repro/exp06_roi/patches/train/Crack/487__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/487.jpg,train,1,Crack,gt_positive,"[339.5555725097656, 206.51161193847656, 578.2222290039062, 306.22222900390625]","[316, 197, 602, 316]",0
results/fast_repro/exp06_roi/patches/train/Crack/488__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/488.jpg,train,1,Crack,gt_positive,"[121.79999542236328, 75.15151977539062, 521.1091918945312, 328.29998779296875]","[82, 50, 561, 354]",0
results/fast_repro/exp06_roi/patches/train/Crack/489__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/489.jpg,train,1,Crack,gt_positive,"[534.302001953125, 200.28489685058594, 543.84619140625, 232.336181640625]","[533, 197, 545, 236]",0
results/fast_repro/exp06_roi/patches/train/Crack/489__gt1.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/489.jpg,train,1,Crack,gt_positive,"[537.1510009765625, 235.61253356933594, 553.3903198242188, 265.8119812011719]","[536, 233, 555, 269]",1
results/fast_repro/exp06_roi/patches/train/Crack/489__gt2.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/489.jpg,train,1,Crack,gt_positive,"[545.7955932617188, 273.60931396484375, 558.0853881835938, 312.54852294921875]","[545, 270, 559, 316]",2
results/fast_repro/exp06_roi/patches/train/Crack/492__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/492.jpg,train,1,Crack,gt_positive,"[450.3131408691406, 219.83299255371094, 466.17950439453125, 349.2693176269531]","[449, 207, 468, 362]",0
results/fast_repro/exp06_roi/patches/train/Crack/494__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/494.jpg,train,1,Crack,gt_positive,"[192.8015594482422, 89.2801513671875, 252.52919006347656, 176.0505828857422]","[187, 81, 259, 185]",0
results/fast_repro/exp06_roi/patches/train/Crack/495__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/495.jpg,train,1,Crack,gt_positive,"[291.9924011230469, 204.5540771484375, 301.6698303222656, 310.2466735839844]","[291, 194, 303, 321]",0
results/fast_repro/exp06_roi/patches/train/Crack/497__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/497.jpg,train,1,Crack,gt_positive,"[196.44068908691406, 51.86440658569336, 279.4444274902344, 148.88888549804688]","[188, 42, 288, 159]",0
results/fast_repro/exp06_roi/patches/train/Crack/498__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/498.jpg,train,1,Crack,gt_positive,"[298.329833984375, 242.17120361328125, 325.88726806640625, 335.4906005859375]","[296, 233, 329, 345]",0
results/fast_repro/exp06_roi/patches/train/Crack/499__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/499.jpg,train,1,Crack,gt_positive,"[350.626953125, 248.96551513671875, 364.137939453125, 368.49530029296875]","[349, 237, 365, 380]",0
results/fast_repro/exp06_roi/patches/train/Crack/501__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/501.jpg,train,1,Crack,gt_positive,"[578.6206665039062, 188.95704650878906, 596.288330078125, 317.24139404296875]","[577, 176, 598, 330]",0
results/fast_repro/exp06_roi/patches/train/Crack/503__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/503.jpg,train,1,Crack,gt_positive,"[483.6000061035156, 151.35134887695312, 538.1785888671875, 252.05641174316406]","[478, 141, 544, 262]",0
results/fast_repro/exp06_roi/patches/train/Crack/505__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/505.jpg,train,1,Crack,gt_positive,"[553.4547729492188, 15.393654823303223, 567.2033081054688, 123.9718017578125]","[552, 5, 569, 135]",0
results/fast_repro/exp06_roi/patches/train/Crack/508__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/508.jpg,train,1,Crack,gt_positive,"[382.0252990722656, 214.6835479736328, 436.7088623046875, 316.9620361328125]","[377, 204, 442, 327]",0
results/fast_repro/exp06_roi/patches/train/Crack/510__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/510.jpg,train,1,Crack,gt_positive,"[234.88836669921875, 279.4359436035156, 264.735595703125, 331.9623718261719]","[232, 274, 268, 337]",0
results/fast_repro/exp06_roi/patches/train/Crack/510__gt1.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/510.jpg,train,1,Crack,gt_positive,"[268.2353210449219, 343.00653076171875, 287.5816955566406, 368.7581787109375]","[266, 340, 290, 371]",1
results/fast_repro/exp06_roi/patches/train/Crack/512__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/512.jpg,train,1,Crack,gt_positive,"[621.2658081054688, 177.72152709960938, 640.50634765625, 307.5949401855469]","[619, 165, 642, 321]",0
results/fast_repro/exp06_roi/patches/train/Crack/513__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/513.jpg,train,1,Crack,gt_positive,"[304.9236145019531, 199.24099731445312, 313.6192626953125, 310.4582824707031]","[304, 188, 314, 322]",0
results/fast_repro/exp06_roi/patches/train/Crack/514__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/514.jpg,train,1,Crack,gt_positive,"[279.70001220703125, 164.37684631347656, 394.6000061035156, 283.0]","[268, 153, 406, 295]",0
results/fast_repro/exp06_roi/patches/train/Crack/518__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/518.jpg,train,1,Crack,gt_positive,"[272.4786376953125, 211.27349853515625, 283.8746337890625, 311.3960266113281]","[271, 201, 285, 321]",0
results/fast_repro/exp06_roi/patches/train/Crack/520__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/520.jpg,train,1,Crack,gt_positive,"[388.96551513671875, 187.41378784179688, 448.4392395019531, 292.37750244140625]","[383, 177, 454, 303]",0
results/fast_repro/exp06_roi/patches/train/Crack/524__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/524.jpg,train,1,Crack,gt_positive,"[523.9080200195312, 256.2025451660156, 537.4712524414062, 362.9884948730469]","[523, 246, 539, 374]",0
results/fast_repro/exp06_roi/patches/train/Crack/526__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/526.jpg,train,1,Crack,gt_positive,"[540.5692749023438, 131.6887969970703, 588.1973266601562, 224.85768127441406]","[536, 122, 593, 234]",0
results/fast_repro/exp06_roi/patches/train/Crack/528__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/528.jpg,train,1,Crack,gt_positive,"[411.5370178222656, 230.6406707763672, 427.4762878417969, 350.8538818359375]","[410, 219, 429, 363]",0
results/fast_repro/exp06_roi/patches/train/Crack/529__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/529.jpg,train,1,Crack,gt_positive,"[212.32032775878906, 118.4804916381836, 464.020263671875, 292.060791015625]","[187, 101, 489, 309]",0
results/fast_repro/exp06_roi/patches/train/Crack/530__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/530.jpg,train,1,Crack,gt_positive,"[534.9367065429688, 198.7341766357422, 552.1519165039062, 333.417724609375]","[533, 185, 554, 347]",0
results/fast_repro/exp06_roi/patches/train/Crack/531__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/531.jpg,train,1,Crack,gt_positive,"[250.9404296875, 220.53292846679688, 263.4796447753906, 318.8088073730469]","[250, 211, 265, 329]",0
results/fast_repro/exp06_roi/patches/train/Crack/532__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/532.jpg,train,1,Crack,gt_positive,"[217.40890502929688, 121.86235046386719, 463.9198303222656, 288.1737365722656]","[193, 105, 489, 305]",0
results/fast_repro/exp06_roi/patches/train/Crack/533__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/533.jpg,train,1,Crack,gt_positive,"[221.7270050048828, 233.14764404296875, 229.4343719482422, 291.56884765625]","[221, 227, 230, 297]",0
results/fast_repro/exp06_roi/patches/train/Crack/534__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/534.jpg,train,1,Crack,gt_positive,"[669.7285766601562, 169.51983642578125, 688.7265625, 294.98956298828125]","[668, 157, 691, 308]",0
results/fast_repro/exp06_roi/patches/train/Crack/536__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/536.jpg,train,1,Crack,gt_positive,"[222.49134826660156, 124.87889099121094, 499.0123596191406, 288.8888854980469]","[195, 108, 527, 305]",0
results/fast_repro/exp06_roi/patches/train/Crack/537__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/537.jpg,train,1,Crack,gt_positive,"[256.10858154296875, 168.55203247070312, 551.0204467773438, 306.3775634765625]","[227, 155, 581, 320]",0
results/fast_repro/exp06_roi/patches/train/Crack/541__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/541.jpg,train,1,Crack,gt_positive,"[679.510498046875, 185.31468200683594, 687.6000366210938, 223.3000030517578]","[679, 182, 688, 227]",0
results/fast_repro/exp06_roi/patches/train/Crack/541__gt1.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/541.jpg,train,1,Crack,gt_positive,"[689.2000122070312, 229.79998779296875, 694.800048828125, 246.60000610351562]","[689, 228, 695, 248]",1
results/fast_repro/exp06_roi/patches/train/Crack/541__gt2.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/541.jpg,train,1,Crack,gt_positive,"[696.2000122070312, 263.20001220703125, 703.8999633789062, 299.29998779296875]","[695, 260, 705, 303]",2
results/fast_repro/exp06_roi/patches/train/Crack/542__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/542.jpg,train,1,Crack,gt_positive,"[492.60736083984375, 209.81594848632812, 507.0245361328125, 340.18402099609375]","[491, 197, 508, 353]",0
results/fast_repro/exp06_roi/patches/train/Crack/544__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/544.jpg,train,1,Crack,gt_positive,"[395.28778076171875, 135.43165588378906, 490.5594482421875, 273.9510498046875]","[386, 122, 500, 288]",0
results/fast_repro/exp06_roi/patches/train/Crack/546__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/546.jpg,train,1,Crack,gt_positive,"[464.2655944824219, 210.62619018554688, 489.1774597167969, 312.5734558105469]","[462, 200, 492, 323]",0
results/fast_repro/exp06_roi/patches/train/Crack/547__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/547.jpg,train,1,Crack,gt_positive,"[761.5550537109375, 151.58372497558594, 785.7013549804688, 279.1855163574219]","[759, 139, 788, 292]",0
results/fast_repro/exp06_roi/patches/train/Burn/551__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/551.jpg,train,0,Burn,gt_positive,"[258.29144287109375, 5.8994975090026855, 293.7185974121094, 103.51255798339844]","[255, 0, 297, 113]",0
results/fast_repro/exp06_roi/patches/train/Burn/553__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/553.jpg,train,0,Burn,gt_positive,"[1.1956521272659302, 26.30434799194336, 670.2174072265625, 719.0]","[0, 0, 737, 720]",0
results/fast_repro/exp06_roi/patches/train/Burn/553__gt1.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/553.jpg,train,0,Burn,gt_positive,"[53.91304397583008, 70.32608795166016, 172.93478393554688, 199.13043212890625]","[42, 57, 185, 212]",1
results/fast_repro/exp06_roi/patches/train/Burn/556__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/556.jpg,train,0,Burn,gt_positive,"[302.3880615234375, 199.28358459472656, 554.6268920898438, 275.7015075683594]","[277, 192, 580, 283]",0
results/fast_repro/exp06_roi/patches/train/Burn/557__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/557.jpg,train,0,Burn,gt_positive,"[276.90179443359375, 5.944674968719482, 320.1936340332031, 111.75379943847656]","[273, 0, 325, 122]",0
