edit_id,source_id,family,class,changed_ratio,component_count,candidate_type,review_label
seed42_edit02,816,C_elongated_ribbon,Tears,8.30078125e-05,9,WEAK_CHANGE_CANDIDATE,
seed42_edit00,822,D_irregular_boundary,Tears,0.00746337890625,176,NOISE_PATTERN_CANDIDATE,
seed42_edit01,822,B_diffuse_texture,Tears,0.119638671875,27,NOISE_PATTERN_CANDIDATE,
seed42_edit01,825,D_irregular_boundary,Tears,0.03607177734375,115,NOISE_PATTERN_CANDIDATE,
seed42_edit00,826,D_irregular_boundary,Tears,0.02431396484375,167,NOISE_PATTERN_CANDIDATE,
seed42_edit00,838,D_irregular_boundary,Tears,0.03319580078125,109,NOISE_PATTERN_CANDIDATE,
seed42_edit01,838,D_irregular_boundary,Tears,0.03119384765625,534,NOISE_PATTERN_CANDIDATE,
seed42_edit00,84,D_irregular_boundary,Material missing,0.00016845703125,1,WEAK_CHANGE_CANDIDATE,
seed42_edit00,847,C_elongated_ribbon,Dent,0.0001416015625,16,WEAK_CHANGE_CANDIDATE,
seed42_edit02,850,C_elongated_ribbon,Dent,0.000712890625,32,NOISE_PATTERN_CANDIDATE,
seed42_edit00,852,B_diffuse_texture,Dent,0.1356689453125,25,NOISE_PATTERN_CANDIDATE,
seed42_edit00,856,D_irregular_boundary,Dent,0.01936767578125,102,NOISE_PATTERN_CANDIDATE,
seed42_edit01,859,C_elongated_ribbon,Dent,0.0004248046875,9,WEAK_CHANGE_CANDIDATE,
seed42_edit01,86,D_irregular_boundary,Crack,0.07992919921875,27,NOISE_PATTERN_CANDIDATE,
seed42_edit02,860,D_irregular_boundary,Dent,0.03569580078125,291,NOISE_PATTERN_CANDIDATE,
seed42_edit01,866,D_irregular_boundary,Dent,0.0113427734375,230,NOISE_PATTERN_CANDIDATE,
seed42_edit00,871,C_elongated_ribbon,Dent,0.00027099609375,2,WEAK_CHANGE_CANDIDATE,
seed42_edit00,873,D_irregular_boundary,Dent,0.00451171875,39,NOISE_PATTERN_CANDIDATE,
seed42_edit00,875,D_irregular_boundary,Dent,0.02764892578125,22,NOISE_PATTERN_CANDIDATE,
seed42_edit02,879,D_irregular_boundary,Dent,0.03044677734375,159,NOISE_PATTERN_CANDIDATE,
seed42_edit00,883,C_elongated_ribbon,Dent,0.00259521484375,20,NOISE_PATTERN_CANDIDATE,
seed42_edit02,885,D_irregular_boundary,Dent,0.03307373046875,80,NOISE_PATTERN_CANDIDATE,
seed42_edit02,886,D_irregular_boundary,Dent,0.01363525390625,130,NOISE_PATTERN_CANDIDATE,
seed42_edit00,889,D_irregular_boundary,Dent,0.013310546875,227,NOISE_PATTERN_CANDIDATE,
seed42_edit01,889,C_elongated_ribbon,Dent,0.004423828125,27,NOISE_PATTERN_CANDIDATE,
seed42_edit00,892,D_irregular_boundary,Dent,0.02831787109375,114,NOISE_PATTERN_CANDIDATE,
seed42_edit01,893,C_elongated_ribbon,Dent,0.003681640625,42,NOISE_PATTERN_CANDIDATE,
seed42_edit00,894,D_irregular_boundary,Dent,0.00791748046875,89,NOISE_PATTERN_CANDIDATE,
seed42_edit01,894,D_irregular_boundary,Dent,0.0324365234375,224,NOISE_PATTERN_CANDIDATE,
seed42_edit01,895,D_irregular_boundary,Dent,0.029658203125,44,NOISE_PATTERN_CANDIDATE,
seed42_edit00,898,D_irregular_boundary,Dent,0.0206689453125,100,NOISE_PATTERN_CANDIDATE,
seed42_edit00,899,D_irregular_boundary,Dent,0.02042724609375,150,NOISE_PATTERN_CANDIDATE,
seed42_edit00,900,C_elongated_ribbon,Dent,0.0003564453125,8,WEAK_CHANGE_CANDIDATE,
seed42_edit00,901,D_irregular_boundary,Dent,0.0375048828125,287,NOISE_PATTERN_CANDIDATE,
seed42_edit00,903,D_irregular_boundary,Dent,0.03600341796875,99,NOISE_PATTERN_CANDIDATE,
seed42_edit01,903,D_irregular_boundary,Dent,0.00267333984375,49,NOISE_PATTERN_CANDIDATE,
seed42_edit01,904,C_elongated_ribbon,Dent,0.00044189453125,23,WEAK_CHANGE_CANDIDATE,
seed42_edit01,904,C_elongated_ribbon,Dent,0.00044189453125,23,NOISE_PATTERN_CANDIDATE,
seed42_edit00,91,C_elongated_ribbon,corrosion,0.0056103515625,39,NOISE_PATTERN_CANDIDATE,
seed42_edit01,911,D_irregular_boundary,Dent,0.00589111328125,52,NOISE_PATTERN_CANDIDATE,
seed42_edit00,916,D_irregular_boundary,Dent,0.02450439453125,131,NOISE_PATTERN_CANDIDATE,
seed42_edit00,917,D_irregular_boundary,Dent,0.03964111328125,230,NOISE_PATTERN_CANDIDATE,
seed42_edit00,918,D_irregular_boundary,Dent,0.00274658203125,109,NOISE_PATTERN_CANDIDATE,
seed42_edit01,918,D_irregular_boundary,Dent,0.01189697265625,265,NOISE_PATTERN_CANDIDATE,
seed42_edit00,919,D_irregular_boundary,Dent,0.00974365234375,158,NOISE_PATTERN_CANDIDATE,
seed42_edit00,920,C_elongated_ribbon,Dent,0.004794921875,50,NOISE_PATTERN_CANDIDATE,
seed42_edit00,930,D_irregular_boundary,Dent,0.003720703125,257,NOISE_PATTERN_CANDIDATE,
seed42_edit02,930,C_elongated_ribbon,Dent,0.00015380859375,13,WEAK_CHANGE_CANDIDATE,
seed42_edit00,934,D_irregular_boundary,Dent,0.0003466796875,12,WEAK_CHANGE_CANDIDATE,
seed42_edit00,935,C_elongated_ribbon,Dent,0.00016357421875,24,WEAK_CHANGE_CANDIDATE,
seed42_edit00,935,C_elongated_ribbon,Dent,0.00016357421875,24,NOISE_PATTERN_CANDIDATE,
seed42_edit01,942,D_irregular_boundary,Dent,0.03853271484375,294,NOISE_PATTERN_CANDIDATE,
seed42_edit01,943,D_irregular_boundary,Dent,0.00708740234375,72,NOISE_PATTERN_CANDIDATE,
seed42_edit00,950,D_irregular_boundary,Dent,0.01760986328125,350,NOISE_PATTERN_CANDIDATE,
seed42_edit01,952,D_irregular_boundary,Dent,0.018828125,20,NOISE_PATTERN_CANDIDATE,
seed42_edit00,953,D_irregular_boundary,Dent,0.0003515625,2,WEAK_CHANGE_CANDIDATE,
seed42_edit01,953,C_elongated_ribbon,Dent,0.00188232421875,51,NOISE_PATTERN_CANDIDATE,
seed42_edit00,954,D_irregular_boundary,Dent,0.0097412109375,283,NOISE_PATTERN_CANDIDATE,
seed42_edit01,954,C_elongated_ribbon,Dent,0.00289794921875,35,NOISE_PATTERN_CANDIDATE,
seed42_edit01,959,C_elongated_ribbon,Dent,5.37109375e-05,6,WEAK_CHANGE_CANDIDATE,
seed42_edit02,959,D_irregular_boundary,Dent,0.0239990234375,241,NOISE_PATTERN_CANDIDATE,
seed42_edit00,961,C_elongated_ribbon,Dent,0.00293212890625,41,NOISE_PATTERN_CANDIDATE,
seed42_edit00,964,C_elongated_ribbon,Dent,0.00091796875,40,NOISE_PATTERN_CANDIDATE,
seed42_edit01,964,D_irregular_boundary,Dent,0.0476904296875,90,NOISE_PATTERN_CANDIDATE,
seed42_edit00,970,D_irregular_boundary,Dent,0.02607177734375,122,NOISE_PATTERN_CANDIDATE,
seed42_edit00,977,C_elongated_ribbon,Dent,9.033203125e-05,12,WEAK_CHANGE_CANDIDATE,
seed42_edit00,981,D_irregular_boundary,Dent,0.04518310546875,36,NOISE_PATTERN_CANDIDATE,
seed42_edit01,981,D_irregular_boundary,Dent,0.00742919921875,40,NOISE_PATTERN_CANDIDATE,
seed42_edit01,984,D_irregular_boundary,Dent,0.01563232421875,138,NOISE_PATTERN_CANDIDATE,
seed42_edit01,985,D_irregular_boundary,Dent,0.02826904296875,100,NOISE_PATTERN_CANDIDATE,
seed42_edit00,99,C_elongated_ribbon,Burn|corrosion,0.0063818359375,147,NOISE_PATTERN_CANDIDATE,
seed42_edit01,99,C_elongated_ribbon,Burn|corrosion,0.0033544921875,59,NOISE_PATTERN_CANDIDATE,
seed42_edit00,991,C_elongated_ribbon,Dent,0.00466796875,28,NOISE_PATTERN_CANDIDATE,
seed42_edit00,992,D_irregular_boundary,Dent,0.02249267578125,145,NOISE_PATTERN_CANDIDATE,
seed42_edit00,997,C_elongated_ribbon,Dent,0.00515380859375,45,NOISE_PATTERN_CANDIDATE,
seed42_edit00,999,D_irregular_boundary,Dent,0.04126220703125,149,NOISE_PATTERN_CANDIDATE,
seed01_edit01,1,C_elongated_ribbon,corrosion,0.01002197265625,69,NOISE_PATTERN_CANDIDATE,
seed01_edit00,100,C_elongated_ribbon,Material missing,0.004326171875,27,NOISE_PATTERN_CANDIDATE,
seed01_edit01,100,C_elongated_ribbon,Material missing,0.011728515625,32,NOISE_PATTERN_CANDIDATE,
seed01_edit00,1003,C_elongated_ribbon,Dent,0.00115234375,30,NOISE_PATTERN_CANDIDATE,
seed01_edit01,1003,C_elongated_ribbon,Dent,0.001064453125,32,NOISE_PATTERN_CANDIDATE,
seed01_edit00,1004,D_irregular_boundary,Dent,0.00080078125,21,NOISE_PATTERN_CANDIDATE,
seed01_edit00,1005,C_elongated_ribbon,Dent,0.00093994140625,25,NOISE_PATTERN_CANDIDATE,
seed01_edit01,101,D_irregular_boundary,Crack|corrosion,0.03875244140625,39,NOISE_PATTERN_CANDIDATE,
seed01_edit00,105,D_irregular_boundary,corrosion,0.06349365234375,71,NOISE_PATTERN_CANDIDATE,
seed01_edit01,105,D_irregular_boundary,corrosion,0.00721435546875,29,NOISE_PATTERN_CANDIDATE,
seed01_edit00,110,C_elongated_ribbon,Burn,0.00240966796875,34,NOISE_PATTERN_CANDIDATE,
seed01_edit00,114,C_elongated_ribbon,Material missing,0.0044775390625,81,NOISE_PATTERN_CANDIDATE,
seed01_edit01,124,C_elongated_ribbon,Crack|Material missing,0.005048828125,43,NOISE_PATTERN_CANDIDATE,
seed01_edit02,13,D_irregular_boundary,corrosion,0.0407275390625,27,NOISE_PATTERN_CANDIDATE,
seed01_edit00,132,D_irregular_boundary,Material missing,0.0257373046875,191,NOISE_PATTERN_CANDIDATE,
seed01_edit00,146,C_elongated_ribbon,Crack,0.00512939453125,124,NOISE_PATTERN_CANDIDATE,
seed01_edit00,149,C_elongated_ribbon,Material missing,0.0092578125,158,NOISE_PATTERN_CANDIDATE,
seed01_edit01,149,C_elongated_ribbon,Material missing,0.00779052734375,223,NOISE_PATTERN_CANDIDATE,
seed01_edit02,149,C_elongated_ribbon,Material missing,0.0029541015625,79,NOISE_PATTERN_CANDIDATE,
seed01_edit00,155,C_elongated_ribbon,corrosion,0.00923828125,26,NOISE_PATTERN_CANDIDATE,
seed01_edit00,165,D_irregular_boundary,corrosion,0.003544921875,20,NOISE_PATTERN_CANDIDATE,
seed01_edit01,165,D_irregular_boundary,corrosion,0.04264892578125,37,NOISE_PATTERN_CANDIDATE,
seed01_edit01,168,C_elongated_ribbon,Burn,0.0018701171875,20,NOISE_PATTERN_CANDIDATE,
seed01_edit01,17,B_diffuse_texture,Crack|corrosion,0.11219970703125,299,NOISE_PATTERN_CANDIDATE,
seed01_edit01,171,C_elongated_ribbon,corrosion,0.00935546875,26,NOISE_PATTERN_CANDIDATE,
seed01_edit00,176,D_irregular_boundary,Burn|Crack,0.0576611328125,43,NOISE_PATTERN_CANDIDATE,
seed01_edit02,177,D_irregular_boundary,Crack|Material missing,0.03044921875,137,NOISE_PATTERN_CANDIDATE,
seed01_edit01,191,D_irregular_boundary,corrosion,0.0554296875,29,NOISE_PATTERN_CANDIDATE,
seed01_edit00,192,D_irregular_boundary,corrosion,0.02664794921875,34,NOISE_PATTERN_CANDIDATE,
seed01_edit00,193,D_irregular_boundary,Crack|corrosion,0.00492919921875,41,NOISE_PATTERN_CANDIDATE,
seed01_edit01,198,D_irregular_boundary,Crack|Material missing,0.05151611328125,29,NOISE_PATTERN_CANDIDATE,
seed01_edit00,199,C_elongated_ribbon,corrosion,0.012568359375,39,NOISE_PATTERN_CANDIDATE,
seed01_edit00,2,D_irregular_boundary,corrosion,0.03376953125,54,NOISE_PATTERN_CANDIDATE,
seed01_edit00,205,C_elongated_ribbon,corrosion,0.0020654296875,52,NOISE_PATTERN_CANDIDATE,
seed01_edit01,21,C_elongated_ribbon,Dent|corrosion,0.007177734375,40,NOISE_PATTERN_CANDIDATE,
seed01_edit00,222,C_elongated_ribbon,Burn|Crack,0.0046484375,85,NOISE_PATTERN_CANDIDATE,
seed01_edit00,223,C_elongated_ribbon,corrosion,0.0063818359375,73,NOISE_PATTERN_CANDIDATE,
seed01_edit02,223,C_elongated_ribbon,corrosion,0.00235107421875,44,NOISE_PATTERN_CANDIDATE,
seed01_edit01,234,C_elongated_ribbon,corrosion,0.00951416015625,75,NOISE_PATTERN_CANDIDATE,
seed01_edit01,239,B_diffuse_texture,Dent,0.0248779296875,23,NOISE_PATTERN_CANDIDATE,
seed01_edit00,243,C_elongated_ribbon,Material missing,0.0021337890625,63,NOISE_PATTERN_CANDIDATE,
seed01_edit01,252,C_elongated_ribbon,Burn,0.000458984375,1,WEAK_CHANGE_CANDIDATE,
seed01_edit00,254,C_elongated_ribbon,corrosion,0.0032421875,32,NOISE_PATTERN_CANDIDATE,
seed01_edit01,255,D_irregular_boundary,Burn|Material missing,0.07959228515625,27,NOISE_PATTERN_CANDIDATE,
seed01_edit00,257,D_irregular_boundary,corrosion,0.01752197265625,20,NOISE_PATTERN_CANDIDATE,
seed01_edit01,257,D_irregular_boundary,corrosion,0.01831787109375,42,NOISE_PATTERN_CANDIDATE,
seed01_edit00,258,D_irregular_boundary,corrosion,0.04414306640625,21,NOISE_PATTERN_CANDIDATE,
seed01_edit00,259,C_elongated_ribbon,Burn,0.0125927734375,32,NOISE_PATTERN_CANDIDATE,
seed01_edit01,268,B_diffuse_texture,Burn,0.0928662109375,31,NOISE_PATTERN_CANDIDATE,
seed01_edit02,283,D_irregular_boundary,Dent|Material missing,0.03667236328125,26,NOISE_PATTERN_CANDIDATE,
seed01_edit01,284,C_elongated_ribbon,Material missing|corrosion,0.00561279296875,41,NOISE_PATTERN_CANDIDATE,
seed01_edit01,285,C_elongated_ribbon,Burn,0.008603515625,20,NOISE_PATTERN_CANDIDATE,
seed01_edit00,288,C_elongated_ribbon,Material missing,0.00565185546875,57,NOISE_PATTERN_CANDIDATE,
seed01_edit00,29,D_irregular_boundary,corrosion,0.06135009765625,53,NOISE_PATTERN_CANDIDATE,
seed01_edit01,296,D_irregular_boundary,Burn,0.05495849609375,21,NOISE_PATTERN_CANDIDATE,
seed01_edit00,300,D_irregular_boundary,Dent|corrosion,0.03192138671875,130,NOISE_PATTERN_CANDIDATE,
seed01_edit00,303,D_irregular_boundary,corrosion,0.02142822265625,27,NOISE_PATTERN_CANDIDATE,
seed01_edit02,303,C_elongated_ribbon,corrosion,0.00766357421875,67,NOISE_PATTERN_CANDIDATE,
seed01_edit01,304,C_elongated_ribbon,Dent|corrosion,0.0096240234375,30,NOISE_PATTERN_CANDIDATE,
seed01_edit00,305,C_elongated_ribbon,Burn|Material missing,0.00545166015625,121,NOISE_PATTERN_CANDIDATE,
seed01_edit02,312,C_elongated_ribbon,Crack,0.0040087890625,42,NOISE_PATTERN_CANDIDATE,
seed01_edit00,313,C_elongated_ribbon,Burn|Material missing|corrosion,0.0085107421875,142,NOISE_PATTERN_CANDIDATE,
seed01_edit00,314,C_elongated_ribbon,corrosion,0.00449951171875,82,NOISE_PATTERN_CANDIDATE,
seed01_edit01,315,D_irregular_boundary,Burn|Material missing|corrosion,0.04441162109375,20,NOISE_PATTERN_CANDIDATE,
seed01_edit00,317,C_elongated_ribbon,corrosion,0.0051513671875,68,NOISE_PATTERN_CANDIDATE,
seed01_edit00,321,B_diffuse_texture,corrosion,0.10258056640625,69,NOISE_PATTERN_CANDIDATE,
seed01_edit01,322,D_irregular_boundary,corrosion,0.05424072265625,40,NOISE_PATTERN_CANDIDATE,
seed01_edit02,326,D_irregular_boundary,corrosion,0.0564208984375,141,NOISE_PATTERN_CANDIDATE,
seed01_edit01,334,D_irregular_boundary,corrosion,0.03906982421875,23,NOISE_PATTERN_CANDIDATE,
seed01_edit00,336,C_elongated_ribbon,Burn,0.0022412109375,21,NOISE_PATTERN_CANDIDATE,
seed01_edit00,337,D_irregular_boundary,Burn|Material missing,0.05056884765625,54,NOISE_PATTERN_CANDIDATE,
seed01_edit01,339,C_elongated_ribbon,Burn,0.00218994140625,43,NOISE_PATTERN_CANDIDATE,
seed01_edit00,346,D_irregular_boundary,Burn|corrosion,0.026337890625,40,NOISE_PATTERN_CANDIDATE,
seed01_edit00,355,C_elongated_ribbon,Burn,0.01013671875,26,NOISE_PATTERN_CANDIDATE,
seed01_edit00,360,D_irregular_boundary,Burn,0.0454150390625,81,NOISE_PATTERN_CANDIDATE,
seed01_edit02,360,B_diffuse_texture,Burn,0.07782470703125,28,NOISE_PATTERN_CANDIDATE,
seed01_edit00,363,B_diffuse_texture,corrosion,0.1002880859375,20,NOISE_PATTERN_CANDIDATE,
seed01_edit01,369,D_irregular_boundary,corrosion,0.0648046875,51,NOISE_PATTERN_CANDIDATE,
seed01_edit00,384,D_irregular_boundary,corrosion,0.0291064453125,179,NOISE_PATTERN_CANDIDATE,
seed01_edit01,386,C_elongated_ribbon,Material missing,0.01252685546875,29,NOISE_PATTERN_CANDIDATE,
seed01_edit00,388,B_diffuse_texture,Burn|Material missing,0.1603515625,29,NOISE_PATTERN_CANDIDATE,
seed01_edit01,394,C_elongated_ribbon,corrosion,0.0017919921875,105,NOISE_PATTERN_CANDIDATE,
seed01_edit01,398,C_elongated_ribbon,Material missing|corrosion,0.01040283203125,41,NOISE_PATTERN_CANDIDATE,
seed01_edit02,398,D_irregular_boundary,Material missing|corrosion,0.02992919921875,253,NOISE_PATTERN_CANDIDATE,
seed01_edit01,419,C_elongated_ribbon,Material missing,0.00451904296875,37,NOISE_PATTERN_CANDIDATE,
seed01_edit02,419,C_elongated_ribbon,Material missing,0.0010205078125,21,NOISE_PATTERN_CANDIDATE,
seed01_edit01,436,D_irregular_boundary,Tip curl,0.0276806640625,247,NOISE_PATTERN_CANDIDATE,
seed01_edit00,441,D_irregular_boundary,Tip curl,0.0564501953125,165,NOISE_PATTERN_CANDIDATE,
seed01_edit00,442,D_irregular_boundary,Tip curl,0.0457568359375,82,NOISE_PATTERN_CANDIDATE,
seed01_edit01,444,C_elongated_ribbon,Tip curl,0.00294677734375,43,NOISE_PATTERN_CANDIDATE,
seed01_edit00,446,C_elongated_ribbon,Tip curl,0.00199462890625,66,NOISE_PATTERN_CANDIDATE,
seed01_edit00,449,D_irregular_boundary,Tip curl,0.04590576171875,104,NOISE_PATTERN_CANDIDATE,
seed01_edit01,449,D_irregular_boundary,Tip curl,0.0070166015625,39,NOISE_PATTERN_CANDIDATE,
seed01_edit02,449,C_elongated_ribbon,Tip curl,0.00189208984375,31,NOISE_PATTERN_CANDIDATE,
seed01_edit02,450,C_elongated_ribbon,Tip curl,0.00163330078125,26,NOISE_PATTERN_CANDIDATE,
seed01_edit00,459,C_elongated_ribbon,Tip curl,0.00394287109375,80,NOISE_PATTERN_CANDIDATE,
seed01_edit00,461,C_elongated_ribbon,Tip curl,0.0003125,1,WEAK_CHANGE_CANDIDATE,
seed01_edit00,462,D_irregular_boundary,Tip curl,0.05705078125,196,NOISE_PATTERN_CANDIDATE,
seed01_edit01,462,C_elongated_ribbon,Tip curl,0.00115234375,58,NOISE_PATTERN_CANDIDATE,
seed01_edit00,467,D_irregular_boundary,Tip curl,0.01133056640625,37,NOISE_PATTERN_CANDIDATE,
seed01_edit00,474,C_elongated_ribbon,Crack,0.0008203125,20,NOISE_PATTERN_CANDIDATE,
seed01_edit01,480,C_elongated_ribbon,Crack,6.591796875e-05,10,WEAK_CHANGE_CANDIDATE,
seed01_edit00,481,C_elongated_ribbon,Crack,0.00396240234375,66,NOISE_PATTERN_CANDIDATE,
seed01_edit00,483,C_elongated_ribbon,Crack,0.002236328125,43,NOISE_PATTERN_CANDIDATE,
seed01_edit01,485,C_elongated_ribbon,Crack,0.000380859375,20,WEAK_CHANGE_CANDIDATE,
seed01_edit01,485,C_elongated_ribbon,Crack,0.000380859375,20,NOISE_PATTERN_CANDIDATE,
seed01_edit01,486,D_irregular_boundary,Crack,0.02917724609375,291,NOISE_PATTERN_CANDIDATE,
seed01_edit00,487,C_elongated_ribbon,Crack,0.00028076171875,13,WEAK_CHANGE_CANDIDATE,
seed01_edit01,492,C_elongated_ribbon,Crack,0.0051953125,62,NOISE_PATTERN_CANDIDATE,
seed01_edit02,492,D_irregular_boundary,Crack,0.03568359375,269,NOISE_PATTERN_CANDIDATE,
seed01_edit01,495,D_irregular_boundary,Crack,0.02197021484375,70,NOISE_PATTERN_CANDIDATE,
seed01_edit02,495,C_elongated_ribbon,Crack,0.00653076171875,74,NOISE_PATTERN_CANDIDATE,
seed01_edit00,497,D_irregular_boundary,Crack,0.0228369140625,100,NOISE_PATTERN_CANDIDATE,
seed01_edit01,499,D_irregular_boundary,Crack,0.0538427734375,125,NOISE_PATTERN_CANDIDATE,
seed01_edit00,505,C_elongated_ribbon,Crack,0.0025634765625,61,NOISE_PATTERN_CANDIDATE,
seed01_edit02,505,D_irregular_boundary,Crack,0.0050048828125,61,NOISE_PATTERN_CANDIDATE,
seed01_edit00,510,C_elongated_ribbon,Crack,0.002861328125,96,NOISE_PATTERN_CANDIDATE,
seed01_edit00,514,C_elongated_ribbon,Crack,0.00011474609375,14,WEAK_CHANGE_CANDIDATE,
seed01_edit00,52,C_elongated_ribbon,corrosion,0.00191650390625,71,NOISE_PATTERN_CANDIDATE,
seed01_edit00,520,D_irregular_boundary,Crack,0.0330224609375,193,NOISE_PATTERN_CANDIDATE,
seed01_edit00,528,C_elongated_ribbon,Crack,0.00038330078125,8,WEAK_CHANGE_CANDIDATE,
seed01_edit00,530,D_irregular_boundary,Crack,0.0513330078125,322,NOISE_PATTERN_CANDIDATE,
seed01_edit00,531,D_irregular_boundary,Crack,0.06500244140625,145,NOISE_PATTERN_CANDIDATE,
seed01_edit00,532,D_irregular_boundary,Crack,0.0637841796875,48,NOISE_PATTERN_CANDIDATE,
seed01_edit00,533,D_irregular_boundary,Crack,0.03277099609375,225,NOISE_PATTERN_CANDIDATE,
seed01_edit01,534,D_irregular_boundary,Crack,0.0488232421875,174,NOISE_PATTERN_CANDIDATE,
seed01_edit00,542,C_elongated_ribbon,Crack,0.00335693359375,68,NOISE_PATTERN_CANDIDATE,
seed01_edit01,542,D_irregular_boundary,Crack,0.0599462890625,65,NOISE_PATTERN_CANDIDATE,
seed01_edit00,544,C_elongated_ribbon,Crack,4.39453125e-05,7,WEAK_CHANGE_CANDIDATE,
seed01_edit00,546,C_elongated_ribbon,Crack,0.0051904296875,91,NOISE_PATTERN_CANDIDATE,
seed01_edit00,547,C_elongated_ribbon,Crack,0.0005615234375,26,NOISE_PATTERN_CANDIDATE,
seed01_edit02,556,C_elongated_ribbon,Burn,0.000390625,9,WEAK_CHANGE_CANDIDATE,
seed01_edit01,569,C_elongated_ribbon,Burn,0.00013916015625,8,WEAK_CHANGE_CANDIDATE,
seed01_edit00,570,C_elongated_ribbon,Burn,0.00033447265625,10,WEAK_CHANGE_CANDIDATE,
seed01_edit00,572,D_irregular_boundary,Burn,0.06107666015625,108,NOISE_PATTERN_CANDIDATE,
seed01_edit02,573,C_elongated_ribbon,Burn,0.00340087890625,54,NOISE_PATTERN_CANDIDATE,
seed01_edit01,580,D_irregular_boundary,Burn,0.02458740234375,134,NOISE_PATTERN_CANDIDATE,
seed01_edit01,583,C_elongated_ribbon,Burn,0.00015380859375,6,WEAK_CHANGE_CANDIDATE,
seed01_edit00,585,D_irregular_boundary,Burn,0.0418017578125,129,NOISE_PATTERN_CANDIDATE,
seed01_edit01,586,D_irregular_boundary,Burn,0.02731201171875,112,NOISE_PATTERN_CANDIDATE,
seed01_edit00,590,C_elongated_ribbon,Burn,0.001787109375,33,NOISE_PATTERN_CANDIDATE,
seed01_edit00,593,D_irregular_boundary,Burn,0.04319580078125,118,NOISE_PATTERN_CANDIDATE,
seed01_edit01,593,D_irregular_boundary,Burn,0.04515380859375,71,NOISE_PATTERN_CANDIDATE,
seed01_edit00,6,D_irregular_boundary,corrosion,0.04657958984375,167,NOISE_PATTERN_CANDIDATE,
seed01_edit01,608,C_elongated_ribbon,Burn,0.00178955078125,21,NOISE_PATTERN_CANDIDATE,
seed01_edit01,613,C_elongated_ribbon,Burn,0.0001806640625,1,WEAK_CHANGE_CANDIDATE,
seed01_edit01,615,D_irregular_boundary,Burn,0.02338134765625,357,NOISE_PATTERN_CANDIDATE,
seed01_edit00,616,C_elongated_ribbon,Burn,0.00029541015625,8,WEAK_CHANGE_CANDIDATE,
seed01_edit00,621,D_irregular_boundary,Burn,0.0055078125,44,NOISE_PATTERN_CANDIDATE,
seed01_edit02,623,C_elongated_ribbon,Burn,0.00845947265625,37,NOISE_PATTERN_CANDIDATE,
seed01_edit00,626,C_elongated_ribbon,Burn,0.00639404296875,64,NOISE_PATTERN_CANDIDATE,
seed01_edit01,628,A_small_low_contrast,Burn,0.000458984375,1,WEAK_CHANGE_CANDIDATE,
seed01_edit02,628,C_elongated_ribbon,Burn,0.0015380859375,20,NOISE_PATTERN_CANDIDATE,
seed01_edit01,630,D_irregular_boundary,Burn,0.02182861328125,94,NOISE_PATTERN_CANDIDATE,
seed01_edit01,632,D_irregular_boundary,Burn,0.00177734375,35,NOISE_PATTERN_CANDIDATE,
seed01_edit00,633,D_irregular_boundary,Burn,0.02074951171875,135,NOISE_PATTERN_CANDIDATE,
seed01_edit00,638,D_irregular_boundary,Material missing,0.0526904296875,45,NOISE_PATTERN_CANDIDATE,
seed01_edit01,640,C_elongated_ribbon,Material missing,0.00077880859375,36,NOISE_PATTERN_CANDIDATE,
seed01_edit00,641,C_elongated_ribbon,Material missing,0.00274658203125,38,NOISE_PATTERN_CANDIDATE,
seed01_edit02,65,D_irregular_boundary,Material missing|corrosion,0.01494140625,37,NOISE_PATTERN_CANDIDATE,
seed01_edit00,650,D_irregular_boundary,Material missing,0.00872314453125,30,NOISE_PATTERN_CANDIDATE,
seed01_edit00,652,D_irregular_boundary,Material missing,0.0095703125,40,NOISE_PATTERN_CANDIDATE,
seed01_edit00,654,C_elongated_ribbon,Material missing,0.00022216796875,13,WEAK_CHANGE_CANDIDATE,
seed01_edit02,659,D_irregular_boundary,Material missing,0.011875,117,NOISE_PATTERN_CANDIDATE,
seed01_edit01,663,C_elongated_ribbon,Material missing,0.0060302734375,41,NOISE_PATTERN_CANDIDATE,
seed01_edit00,665,D_irregular_boundary,Material missing,0.047353515625,124,NOISE_PATTERN_CANDIDATE,
seed01_edit00,666,C_elongated_ribbon,Material missing,0.0001953125,21,WEAK_CHANGE_CANDIDATE,
seed01_edit00,666,C_elongated_ribbon,Material missing,0.0001953125,21,NOISE_PATTERN_CANDIDATE,
seed01_edit01,675,D_irregular_boundary,Material missing,0.0304150390625,232,NOISE_PATTERN_CANDIDATE,
seed01_edit01,676,D_irregular_boundary,Material missing,0.0170849609375,113,NOISE_PATTERN_CANDIDATE,
seed01_edit00,683,D_irregular_boundary,Material missing,0.03026123046875,171,NOISE_PATTERN_CANDIDATE,
seed01_edit02,696,D_irregular_boundary,Material missing,0.025439453125,34,NOISE_PATTERN_CANDIDATE,
seed01_edit00,697,D_irregular_boundary,Material missing,0.00751220703125,41,NOISE_PATTERN_CANDIDATE,
seed01_edit01,697,D_irregular_boundary,Material missing,0.01182373046875,342,NOISE_PATTERN_CANDIDATE,
seed01_edit00,699,C_elongated_ribbon,Material missing,0.00666015625,145,NOISE_PATTERN_CANDIDATE,
seed01_edit00,702,D_irregular_boundary,Material missing,0.069755859375,127,NOISE_PATTERN_CANDIDATE,
seed01_edit01,702,D_irregular_boundary,Material missing,0.008642578125,39,NOISE_PATTERN_CANDIDATE,
