image_stem,seed,edit_index,family,visible_change_ratio,before_change_pixels,after_change_pixels,delta_pixels,quality_filter_attempt,quality_filter_rejections_before_acceptance,acceptance_status,bbox_xyxy,bbox_aspect_ratio,attempt,morphology_variant,mask_area_ratio,relative_bbox_width,relative_bbox_height,perimeter,compactness,connected_components,largest_component_ratio,largest_component_ratio_lower_bound,skeleton_length,elongation_score,boundary_score,gray_difference_mean,gray_difference_median,gray_difference_max,rgb_difference_mean,pct_diff_ge_2,pct_diff_ge_5,pct_diff_ge_10,single_edit_total_changed_pixels,base_component_count,boundary_operation,centerline_length
1004,0,2,C_crack_like_structural_evolution,1.0,15176,15916,740,1,0,ACCEPTED,"[311, 340, 353, 465]",2.9302325581395348,1,CENTERLINE_VARIABLE_WIDTH_CRACK,0.00168212890625,0.0671875,0.196875,358.0,0.06755586087585803,1,1.0,1.0,157,6.083478609060732,0.5195936139332366,35.52415239477503,38.88599999999999,48.0,35.49443638122884,100.0,100.0,100.0,941,,,135.36178605010087
1005,0,0,C_crack_like_structural_evolution,1.0,0,2217,2217,1,0,ACCEPTED,"[340, 145, 530, 328]",1.0380434782608696,1,CENTERLINE_VARIABLE_WIDTH_CRACK,0.0044873046875,0.2984375,0.2875,746.0,0.04150283044726864,1,1.0,1.0,275,13.988662770157267,0.4058759521218716,32.774461371055494,38.942999999999984,45.0,32.775661951396444,100.0,100.0,99.67355821545158,2217,,,262.285142247259
1005,0,1,A_small_low_contrast,0.9094269870609981,2217,2709,492,1,0,ACCEPTED,"[52, 390, 84, 411]",1.5,1,V1_UNCHANGED,0.001201171875,0.0515625,0.034375,112.0,0.492877418866766,1,1.0,1.0,35,1.495097263479378,0.22764227642276422,6.199186991869919,6.0,11.000000000000028,6.199186991869919,100.0,66.05691056910568,8.536585365853659,492,,,
1008,0,0,A_small_low_contrast,0.856353591160221,0,775,775,1,0,ACCEPTED,"[366, 438, 407, 464]",1.5555555555555556,1,V1_UNCHANGED,0.00189208984375,0.065625,0.0421875,139.0,0.5040596877039677,1,1.0,1.0,49,1.5896656008454426,0.17935483870967742,6.285161290322581,6.000000000000028,12.0,6.285161290322581,100.0,70.96774193548387,6.193548387096774,775,,,
101,0,0,D_boundary_evolution,1.0,0,4767,4767,2,1,ACCEPTED,"[97, 47, 265, 199]",1.1045751633986929,2,SYNTHETIC_SEED_CONTOUR_DEFORMATION_DILATION,0.00917236328125,0.2640625,0.2390625,1316.0,0.027260842932753885,1,1.0,1.0,587,1.0848109884087795,0.35027947830715994,41.410008783603935,47.181,60.58699999999999,41.119155354449475,100.0,99.76044716529145,97.68432259781741,4767,1,dilation,
101,0,1,B_diffuse_texture,0.9853281237540866,4767,17330,12563,1,0,ACCEPTED,"[426, 124, 639, 241]",1.8135593220338984,1,V1_UNCHANGED,0.03016845703125,0.334375,0.184375,808.0,0.23784837528434147,2,0.9999190742089504,0.9999190742089504,349,1.8900185878556597,0.06538803916808286,10.17512341183135,11.0,17.000000000000014,10.17512341183135,100.0,88.76750020231448,61.762563729060446,12563,,,
101,0,2,A_small_low_contrast,0.9218106995884774,17330,18229,899,1,0,ACCEPTED,"[146, 0, 194, 24]",1.96,1,V1_UNCHANGED,0.0021875,0.0765625,0.0390625,127.0,0.6980884165457139,1,1.0,1.0,49,1.9011732334960003,0.14174107142857142,8.06473214285714,8.0,16.0,8.064732142857142,100.0,77.67857142857143,39.0625,899,,,
102,0,0,B_diffuse_texture,0.9641000962463908,0,62194,62194,1,0,ACCEPTED,"[9, 397, 586, 606]",2.7523809523809524,1,V1_UNCHANGED,0.1467333984375,0.903125,0.328125,7836.0,0.012300136571151546,14,0.9993011879804332,0.9993011879804332,4309,3.0622928325072145,0.13037835679345114,53.05769812984593,47.402,222.112,53.954793517686596,100.0,94.43113373930984,87.16348873581578,62194,,,
102,0,1,C_crack_like_structural_evolution,1.0,62194,63806,1612,1,0,ACCEPTED,"[345, 177, 585, 300]",1.9435483870967742,1,CENTERLINE_VARIABLE_WIDTH_CRACK,0.002783203125,0.3765625,0.19375,726.0,0.027179500679919893,1,1.0,1.0,270,10.40275213105692,0.6368421052631579,30.410495614035085,33.29899999999998,50.0,30.408479532163742,100.0,100.0,98.7719298245614,1612,,,270.6361444959555
102,0,2,C_crack_like_structural_evolution,1.0,63806,64994,1188,1,0,ACCEPTED,"[165, 54, 231, 241]",2.8059701492537314,1,CENTERLINE_VARIABLE_WIDTH_CRACK,0.00219970703125,0.1046875,0.29375,512.0,0.04319114655890508,1,1.0,1.0,219,7.901437237214377,0.5682574916759157,23.981089900110987,17.092,57.0,23.982611912689602,100.0,93.34073251942286,80.6881243063263,1188,,,202.87063028014958
103,0,0,A_small_low_contrast,0.9702127659574468,0,471,471,1,0,ACCEPTED,"[151, 451, 181, 471]",1.4761904761904763,1,V1_UNCHANGED,0.00111328125,0.0484375,0.0328125,104.0,0.5297952108124798,1,1.0,1.0,31,1.4740223475929366,0.22807017543859648,7.690789473684211,7.999999999999986,16.0,7.690789473684211,100.0,70.39473684210526,34.868421052631575,471,,,
103,0,1,D_boundary_evolution,1.0,471,5121,4650,1,0,ACCEPTED,"[274, 157, 443, 283]",1.3385826771653544,1,SYNTHETIC_SEED_CONTOUR_DEFORMATION_DILATION,0.00942138671875,0.265625,0.1984375,1272.0,0.029971633959799383,1,1.0,1.0,587,1.3359565959180126,0.32961907229852294,30.751866027468257,33.886000000000024,48.544,30.7141746566468,100.0,100.0,96.73490541591086,4650,1,dilation,
103,0,2,B_diffuse_texture,0.9464949309088285,5121,57381,52260,1,0,ACCEPTED,"[25, 270, 376, 530]",1.3486590038314177,1,V1_UNCHANGED,0.128095703125,0.55,0.4078125,2047.0,0.15735070336448542,1,1.0,1.0,855,1.4581415154505206,0.03901425630860715,7.757299687428528,8.0,14.000000000000004,7.757299687428528,100.0,85.33963558740567,25.083860638865595,52468,,,
104,0,0,C_crack_like_structural_evolution,1.0,0,1377,1377,1,0,ACCEPTED,"[371, 321, 522, 407]",1.7471264367816093,1,CENTERLINE_VARIABLE_WIDTH_CRACK,0.00261962890625,0.2375,0.1359375,476.0,0.05951078520764508,1,1.0,1.0,194,7.623073516048253,0.44361602982292636,33.197991612301955,37.299,50.472999999999985,33.190121155638394,100.0,100.0,99.34762348555452,1377,,,173.19472716660212
104,0,1,C_crack_like_structural_evolution,1.0,1377,2235,858,1,0,ACCEPTED,"[130, 201, 226, 228]",3.4642857142857144,1,CENTERLINE_VARIABLE_WIDTH_CRACK,0.00164794921875,0.1515625,0.04375,274.0,0.11298284624503759,1,1.0,1.0,129,5.650524671016379,0.4059259259259259,35.29445777777777,37.70099999999999,49.29900000000001,34.83753086419753,100.0,100.0,97.48148148148148,858,,,98.35660209937096
105,0,0,A_small_low_contrast,0.8623548922056384,0,520,520,1,0,ACCEPTED,"[183, 59, 212, 80]",1.3636363636363635,1,V1_UNCHANGED,0.00126953125,0.046875,0.034375,102.0,0.6280769626553988,1,1.0,1.0,30,1.4382460344715744,0.19615384615384615,7.078846153846164,7.000000000000014,14.0,7.078846153846154,100.0,71.34615384615385,28.846153846153843,520,,,
105,0,1,B_diffuse_texture,0.9948643945503162,520,49238,48718,1,0,ACCEPTED,"[29, 360, 540, 537]",2.8764044943820224,1,V1_UNCHANGED,0.114453125,0.8,0.278125,2571.0,0.08912372168359592,1,1.0,1.0,1397,2.822016678180618,0.05484215017064847,103.73094590443687,93.699,254.99999999999997,103.05945676905574,100.0,99.13182593856655,97.2546928327645,48718,,,
105,0,2,A_small_low_contrast,0.9450243562978428,49238,49238,0,1,0,ACCEPTED,"[331, 473, 382, 509]",1.4054054054054055,1,V1_UNCHANGED,0.0033154296875,0.08125,0.0578125,190.0,0.47271831840165535,1,1.0,1.0,69,1.4187709019134915,0.13991163475699558,7.842537555228278,8.0,15.0,7.79774177712322,100.0,77.2459499263623,32.695139911634755,1367,,,
