dataset_index,image_stem,is_hard,image_path,label_path,image_decode_ok,image_finite,label_parse_ok,polygon_finite,coordinate_range_ok,class_id_ok,instance_count,degenerate_polygon_count,degenerate_bbox_count,relative_polygon_area_sum,valid_image,valid_target
130,268,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/268.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/268.txt,True,True,True,True,True,True,1,0,0,0.19972484116790312,True,True
131,269,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/269.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/269.txt,True,True,True,True,True,True,3,0,0,0.2056314394141565,True,True
132,27,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/27.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/27.txt,True,True,True,True,True,True,3,0,0,0.035796039096345655,True,True
133,270,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/270.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/270.txt,True,True,True,True,True,True,2,0,0,0.06041023660832723,True,True
134,271,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/271.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/271.txt,True,True,True,True,True,True,1,0,0,0.02282165225478483,True,True
135,272,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/272.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/272.txt,True,True,True,True,True,True,2,0,0,0.38489450714398377,True,True
136,273,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/273.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/273.txt,True,True,True,True,True,True,3,0,0,0.19235276614600538,True,True
137,274,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/274.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/274.txt,True,True,True,True,True,True,1,0,0,0.00989969136019253,True,True
138,275,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/275.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/275.txt,True,True,True,True,True,True,5,0,0,0.09808021499743225,True,True
139,276,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/276.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/276.txt,True,True,True,True,True,True,1,0,0,0.2191910257455021,True,True
140,277,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/277.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/277.txt,True,True,True,True,True,True,2,0,0,0.05314360485280989,True,True
141,278,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/278.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/278.txt,True,True,True,True,True,True,1,0,0,0.003953564775350582,True,True
142,279,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/279.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/279.txt,True,True,True,True,True,True,1,0,0,0.019255401228394753,True,True
143,28,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/28.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/28.txt,True,True,True,True,True,True,1,0,0,0.0012744341549177918,True,True
144,281,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/281.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/281.txt,True,True,True,True,True,True,1,0,0,0.0019521604951542315,True,True
145,282,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/282.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/282.txt,True,True,True,True,True,True,2,0,0,0.005811471188319928,True,True
146,283,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/283.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/283.txt,True,True,True,True,True,True,2,0,0,0.0013326953546441145,True,True
147,284,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/284.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/284.txt,True,True,True,True,True,True,2,0,0,0.055356952833357065,True,True
148,285,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/285.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/285.txt,True,True,True,True,True,True,1,0,0,0.08076753099931544,True,True
149,286,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/286.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/286.txt,True,True,True,True,True,True,3,0,0,0.031984066654770604,True,True
150,287,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/287.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/287.txt,True,True,True,True,True,True,2,0,0,0.0087606353751144,True,True
151,288,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/288.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/288.txt,True,True,True,True,True,True,1,0,0,0.006692283573644375,True,True
152,289,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/289.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/289.txt,True,True,True,True,True,True,4,0,0,0.024311523436720384,True,True
153,29,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/29.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/29.txt,True,True,True,True,True,True,5,0,0,0.016523001174547802,True,True
154,290,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/290.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/290.txt,True,True,True,True,True,True,2,0,0,0.06619855967692623,True,True
155,291,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/291.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/291.txt,True,True,True,True,True,True,2,0,0,0.043113425927336024,True,True
156,292,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/292.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/292.txt,True,True,True,True,True,True,1,0,0,0.02628729424117804,True,True
157,294,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/294.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/294.txt,True,True,True,True,True,True,2,0,0,0.004095936210938733,True,True
158,295,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/295.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/295.txt,True,True,True,True,True,True,3,0,0,0.13532425242990076,True,True
159,296,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/296.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/296.txt,True,True,True,True,True,True,1,0,0,0.005134279904845718,True,True
160,297,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/297.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/297.txt,True,True,True,True,True,True,3,0,0,0.025813311036459896,True,True
161,299,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/299.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/299.txt,True,True,True,True,True,True,1,0,0,0.013046553500647429,True,True
162,3,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/3.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/3.txt,True,True,True,True,True,True,4,0,0,0.22274152458613566,True,True
163,300,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/300.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/300.txt,True,True,True,True,True,True,2,0,0,0.006418467076810597,True,True
164,301,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/301.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/301.txt,True,True,True,True,True,True,1,0,0,0.0007080078122658762,True,True
165,302,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/302.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/302.txt,True,True,True,True,True,True,1,0,0,0.1306751543206328,True,True
166,303,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/303.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/303.txt,True,True,True,True,True,True,2,0,0,0.018693415635056887,True,True
167,304,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/304.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/304.txt,True,True,True,True,True,True,4,0,0,0.012123818052256596,True,True
168,305,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/305.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/305.txt,True,True,True,True,True,True,3,0,0,0.0653347469875123,True,True
169,306,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/306.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/306.txt,True,True,True,True,True,True,1,0,0,0.0009233539092154963,True,True
170,307,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/307.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/307.txt,True,True,True,True,True,True,6,0,0,0.009038140937315475,True,True
171,31,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/31.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/31.txt,True,True,True,True,True,True,6,0,0,0.34182892824511046,True,True
172,311,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/311.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/311.txt,True,True,True,True,True,True,3,0,0,0.012705349754107753,True,True
173,312,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/312.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/312.txt,True,True,True,True,True,True,1,0,0,0.0013271604937794557,True,True
174,313,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/313.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/313.txt,True,True,True,True,True,True,3,0,0,0.0958172925643721,True,True
175,314,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/314.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/314.txt,True,True,True,True,True,True,5,0,0,0.1860647747450519,True,True
176,315,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/315.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/315.txt,True,True,True,True,True,True,3,0,0,0.06959097212393228,True,True
177,316,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/316.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/316.txt,True,True,True,True,True,True,3,0,0,0.02886911215306842,True,True
178,317,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/317.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/317.txt,True,True,True,True,True,True,3,0,0,0.005273919750178102,True,True
179,318,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/318.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/318.txt,True,True,True,True,True,True,1,0,0,0.23878375157576315,True,True
180,319,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/319.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/319.txt,True,True,True,True,True,True,1,0,0,0.002778994271160462,True,True
181,321,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/321.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/321.txt,True,True,True,True,True,True,1,0,0,0.23379452368253872,True,True
182,322,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/322.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/322.txt,True,True,True,True,True,True,4,0,0,0.01522133243679391,True,True
183,325,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/325.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/325.txt,True,True,True,True,True,True,1,0,0,0.0035133744877136053,True,True
184,326,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/326.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/326.txt,True,True,True,True,True,True,2,0,0,0.00926954732848495,True,True
185,327,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/327.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/327.txt,True,True,True,True,True,True,3,0,0,0.00362792968601533,True,True
186,329,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/329.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/329.txt,True,True,True,True,True,True,3,0,0,0.0758892440765298,True,True
187,33,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/33.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/33.txt,True,True,True,True,True,True,28,0,0,0.12367526860620637,True,True
188,331,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/331.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/331.txt,True,True,True,True,True,True,10,0,0,0.2962736721109316,True,True
189,332,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/332.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/332.txt,True,True,True,True,True,True,2,0,0,0.008414685260456523,True,True
190,333,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/333.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/333.txt,True,True,True,True,True,True,3,0,0,0.3188260100770859,True,True
191,334,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/334.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/334.txt,True,True,True,True,True,True,1,0,0,0.29519967407660985,True,True
192,335,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/335.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/335.txt,True,True,True,True,True,True,3,0,0,0.3135561407648627,True,True
193,336,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/336.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/336.txt,True,True,True,True,True,True,3,0,0,0.3799421296339581,True,True
194,337,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/337.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/337.txt,True,True,True,True,True,True,5,0,0,0.12666988165153042,True,True
195,338,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/338.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/338.txt,True,True,True,True,True,True,1,0,0,0.18431198559204187,True,True
196,339,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/339.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/339.txt,True,True,True,True,True,True,3,0,0,0.07910708159609231,True,True
197,34,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/34.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/34.txt,True,True,True,True,True,True,1,0,0,0.0321921132923455,True,True
198,341,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/341.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/341.txt,True,True,True,True,True,True,1,0,0,0.024225260416093852,True,True
199,343,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/343.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/343.txt,True,True,True,True,True,True,3,0,0,0.4017570546443636,True,True
200,344,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/344.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/344.txt,True,True,True,True,True,True,1,0,0,0.15370756172989203,True,True
201,345,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/345.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/345.txt,True,True,True,True,True,True,5,0,0,0.010231481477917193,True,True
202,346,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/346.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/346.txt,True,True,True,True,True,True,3,0,0,0.0537316522827157,True,True
203,347,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/347.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/347.txt,True,True,True,True,True,True,1,0,0,0.024637958069538612,True,True
204,348,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/348.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/348.txt,True,True,True,True,True,True,1,0,0,0.34221450611447546,True,True
205,349,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/349.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/349.txt,True,True,True,True,True,True,2,0,0,0.06936599793988274,True,True
206,352,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/352.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/352.txt,True,True,True,True,True,True,2,0,0,0.44264531894923453,True,True
207,354,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/354.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/354.txt,True,True,True,True,True,True,1,0,0,0.001328793520199767,True,True
208,355,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/355.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/355.txt,True,True,True,True,True,True,2,0,0,0.10064686214860083,True,True
209,356,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/356.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/356.txt,True,True,True,True,True,True,3,0,0,0.004924350052175397,True,True
210,358,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/358.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/358.txt,True,True,True,True,True,True,7,0,0,0.2545524691530151,True,True
211,359,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/359.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/359.txt,True,True,True,True,True,True,4,0,0,0.0033847736631664738,True,True
212,360,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/360.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/360.txt,True,True,True,True,True,True,1,0,0,0.28904835386234057,True,True
213,362,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/362.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/362.txt,True,True,True,True,True,True,1,0,0,0.003693599347839971,True,True
214,363,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/363.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/363.txt,True,True,True,True,True,True,1,0,0,0.0016227213532031826,True,True
215,365,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/365.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/365.txt,True,True,True,True,True,True,2,0,0,0.17897633741273644,True,True
216,366,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/366.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/366.txt,True,True,True,True,True,True,2,0,0,0.013916015624062972,True,True
217,367,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/367.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/367.txt,True,True,True,True,True,True,2,0,0,0.3941023662586063,True,True
218,368,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/368.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/368.txt,True,True,True,True,True,True,1,0,0,0.001315586423534354,True,True
219,369,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/369.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/369.txt,True,True,True,True,True,True,2,0,0,0.0036625514432819806,True,True
220,37,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/37.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/37.txt,True,True,True,True,True,True,5,0,0,0.02948686229805353,True,True
221,374,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/374.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/374.txt,True,True,True,True,True,True,5,0,0,0.30715343099906056,True,True
222,376,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/376.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/376.txt,True,True,True,True,True,True,1,0,0,0.0468733669925232,True,True
223,377,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/377.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/377.txt,True,True,True,True,True,True,5,0,0,0.37004027452037924,True,True
224,378,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/378.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/378.txt,True,True,True,True,True,True,2,0,0,0.16117350259960905,True,True
225,379,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/379.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/379.txt,True,True,True,True,True,True,3,0,0,0.2820746222270578,True,True
226,38,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/38.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/38.txt,True,True,True,True,True,True,4,0,0,0.15672857204292145,True,True
227,382,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/382.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/382.txt,True,True,True,True,True,True,1,0,0,0.018330761314446775,True,True
228,384,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/384.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/384.txt,True,True,True,True,True,True,5,0,0,0.4169591416679011,True,True
229,385,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/385.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/385.txt,True,True,True,True,True,True,2,0,0,0.2459633834776631,True,True
230,386,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/386.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/386.txt,True,True,True,True,True,True,1,0,0,0.0022794393763521104,True,True
231,387,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/387.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/387.txt,True,True,True,True,True,True,2,0,0,0.002210648147893457,True,True
232,388,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/388.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/388.txt,True,True,True,True,True,True,5,0,0,0.24622697188283632,True,True
233,389,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/389.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/389.txt,True,True,True,True,True,True,3,0,0,0.10576918974787919,True,True
234,391,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/391.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/391.txt,True,True,True,True,True,True,6,0,0,0.09579024184746493,True,True
235,393,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/393.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/393.txt,True,True,True,True,True,True,2,0,0,0.015060969774419841,True,True
236,394,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/394.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/394.txt,True,True,True,True,True,True,1,0,0,0.01534979423624705,True,True
237,395,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/395.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/395.txt,True,True,True,True,True,True,2,0,0,0.5468188647489944,True,True
238,396,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/396.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/396.txt,True,True,True,True,True,True,2,0,0,0.026975784947523174,True,True
239,397,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/397.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/397.txt,True,True,True,True,True,True,3,0,0,0.3726057980906552,True,True
240,398,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/398.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/398.txt,True,True,True,True,True,True,12,0,0,0.024173096711254782,True,True
241,399,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/399.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/399.txt,True,True,True,True,True,True,5,0,0,0.0667129629595111,True,True
242,401,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/401.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/401.txt,True,True,True,True,True,True,2,0,0,0.1498877618290375,True,True
243,402,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/402.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/402.txt,True,True,True,True,True,True,1,0,0,0.004041903465183849,True,True
244,404,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/404.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/404.txt,True,True,True,True,True,True,1,0,0,0.10969007201631609,True,True
245,405,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/405.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/405.txt,True,True,True,True,True,True,1,0,0,0.1266272903498935,True,True
246,407,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/407.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/407.txt,True,True,True,True,True,True,2,0,0,0.012232676996931868,True,True
247,410,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/410.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/410.txt,True,True,True,True,True,True,1,0,0,0.01674778044424713,True,True
248,412,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/412.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/412.txt,True,True,True,True,True,True,1,0,0,0.025225480485853602,True,True
249,413,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/413.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/413.txt,True,True,True,True,True,True,10,0,0,0.3153944371142509,True,True
250,415,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/415.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/415.txt,True,True,True,True,True,True,2,0,0,0.012743055551875049,True,True
251,417,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/417.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/417.txt,True,True,True,True,True,True,2,0,0,0.01091429061501148,True,True
252,418,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/418.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/418.txt,True,True,True,True,True,True,1,0,0,0.016127829216105782,True,True
253,419,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/419.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/419.txt,True,True,True,True,True,True,1,0,0,0.0011735743688175981,True,True
254,420,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/420.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/420.txt,True,True,True,True,True,True,1,0,0,0.04089726632062618,True,True
255,421,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/421.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/421.txt,True,True,True,True,True,True,5,0,0,0.07604352423341054,True,True
256,423,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/423.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/423.txt,True,True,True,True,True,True,2,0,0,0.001983024691187829,True,True
257,424,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/424.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/424.txt,True,True,True,True,True,True,2,0,0,0.007362540003934659,True,True
258,426,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/426.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/426.txt,True,True,True,True,True,True,5,0,0,0.052119423223140116,True,True
259,427,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/427.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/427.txt,True,True,True,True,True,True,1,0,0,0.00830771523013274,True,True
260,428,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/428.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/428.txt,True,True,True,True,True,True,1,0,0,0.02764075337601546,True,True
261,429,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/429.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/429.txt,True,True,True,True,True,True,1,0,0,0.05251159447189657,True,True
