diag_id,class,source_id,source_image_path,original_mask_path,mask_strategy,inpaint_mask_path,mask_dilation_px,prompt_id,prompt_text,strength,seed,model_name,model_revision,inference_width,inference_height,num_inference_steps,guidance_scale,output_path,status,failure_reason,parent_quality_failed_run
corrosion_9_mask_B_s095_v1,corrosion,9,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/inputs/corrosion_9.png,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/original/corrosion_9_mask.png,mask_B,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/inpaint_B/corrosion_9_mask.png,5,corrosion_prompt_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",0.95,17001,aiplayground/dreamshaper-8-inpainting,master,512,512,20,7.5,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/outputs/corrosion_9_mask_B_s095_v1.png,SUCCESS,,run_20260921_124440
corrosion_9_mask_B_s095_v2,corrosion,9,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/inputs/corrosion_9.png,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/original/corrosion_9_mask.png,mask_B,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/inpaint_B/corrosion_9_mask.png,5,corrosion_prompt_v2,"Generate a clearly visible realistic corrosion region on the metallic engine interior surface. Keep it as corrosion, not a clean repaired area, hole, fastener, or seam. Use an irregular rough oxidized patch with natural uneven boundaries while preserving the surrounding geometry and borescope illumination.",0.95,17001,aiplayground/dreamshaper-8-inpainting,master,512,512,20,7.5,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/outputs/corrosion_9_mask_B_s095_v2.png,SUCCESS,,run_20260921_124440
corrosion_23_mask_A_s055_v1,corrosion,23,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/inputs/corrosion_23.png,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/original/corrosion_23_mask.png,mask_A,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/inpaint_A/corrosion_23_mask.png,3 (R1),corrosion_prompt_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",0.55,17001,aiplayground/dreamshaper-8-inpainting,master,512,512,20,7.5,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/outputs/corrosion_23_mask_A_s055_v1.png,SUCCESS,,run_20260921_124440
corrosion_23_mask_A_s055_v2,corrosion,23,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/inputs/corrosion_23.png,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/original/corrosion_23_mask.png,mask_A,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/inpaint_A/corrosion_23_mask.png,3 (R1),corrosion_prompt_v2,"Generate a clearly visible realistic corrosion region on the metallic engine interior surface. Keep it as corrosion, not a clean repaired area, hole, fastener, or seam. Use an irregular rough oxidized patch with natural uneven boundaries while preserving the surrounding geometry and borescope illumination.",0.55,17001,aiplayground/dreamshaper-8-inpainting,master,512,512,20,7.5,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/outputs/corrosion_23_mask_A_s055_v2.png,SUCCESS,,run_20260921_124440
corrosion_23_mask_A_s075_v1,corrosion,23,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/inputs/corrosion_23.png,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/original/corrosion_23_mask.png,mask_A,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/inpaint_A/corrosion_23_mask.png,3 (R1),corrosion_prompt_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",0.75,17001,aiplayground/dreamshaper-8-inpainting,master,512,512,20,7.5,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/outputs/corrosion_23_mask_A_s075_v1.png,SUCCESS,,run_20260921_124440
corrosion_23_mask_A_s075_v2,corrosion,23,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/inputs/corrosion_23.png,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/original/corrosion_23_mask.png,mask_A,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/inpaint_A/corrosion_23_mask.png,3 (R1),corrosion_prompt_v2,"Generate a clearly visible realistic corrosion region on the metallic engine interior surface. Keep it as corrosion, not a clean repaired area, hole, fastener, or seam. Use an irregular rough oxidized patch with natural uneven boundaries while preserving the surrounding geometry and borescope illumination.",0.75,17001,aiplayground/dreamshaper-8-inpainting,master,512,512,20,7.5,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/outputs/corrosion_23_mask_A_s075_v2.png,SUCCESS,,run_20260921_124440
corrosion_23_mask_A_s095_v1,corrosion,23,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/inputs/corrosion_23.png,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/original/corrosion_23_mask.png,mask_A,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/inpaint_A/corrosion_23_mask.png,3 (R1),corrosion_prompt_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",0.95,17001,aiplayground/dreamshaper-8-inpainting,master,512,512,20,7.5,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/outputs/corrosion_23_mask_A_s095_v1.png,SUCCESS,,run_20260921_124440
corrosion_23_mask_A_s095_v2,corrosion,23,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/inputs/corrosion_23.png,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/original/corrosion_23_mask.png,mask_A,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/inpaint_A/corrosion_23_mask.png,3 (R1),corrosion_prompt_v2,"Generate a clearly visible realistic corrosion region on the metallic engine interior surface. Keep it as corrosion, not a clean repaired area, hole, fastener, or seam. Use an irregular rough oxidized patch with natural uneven boundaries while preserving the surrounding geometry and borescope illumination.",0.95,17001,aiplayground/dreamshaper-8-inpainting,master,512,512,20,7.5,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/outputs/corrosion_23_mask_A_s095_v2.png,SUCCESS,,run_20260921_124440
corrosion_23_mask_B_s055_v1,corrosion,23,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/inputs/corrosion_23.png,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/original/corrosion_23_mask.png,mask_B,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/inpaint_B/corrosion_23_mask.png,5,corrosion_prompt_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",0.55,17001,aiplayground/dreamshaper-8-inpainting,master,512,512,20,7.5,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/outputs/corrosion_23_mask_B_s055_v1.png,SUCCESS,,run_20260921_124440
corrosion_23_mask_B_s055_v2,corrosion,23,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/inputs/corrosion_23.png,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/original/corrosion_23_mask.png,mask_B,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/inpaint_B/corrosion_23_mask.png,5,corrosion_prompt_v2,"Generate a clearly visible realistic corrosion region on the metallic engine interior surface. Keep it as corrosion, not a clean repaired area, hole, fastener, or seam. Use an irregular rough oxidized patch with natural uneven boundaries while preserving the surrounding geometry and borescope illumination.",0.55,17001,aiplayground/dreamshaper-8-inpainting,master,512,512,20,7.5,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/outputs/corrosion_23_mask_B_s055_v2.png,SUCCESS,,run_20260921_124440
corrosion_23_mask_B_s075_v1,corrosion,23,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/inputs/corrosion_23.png,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/original/corrosion_23_mask.png,mask_B,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/inpaint_B/corrosion_23_mask.png,5,corrosion_prompt_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",0.75,17001,aiplayground/dreamshaper-8-inpainting,master,512,512,20,7.5,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/outputs/corrosion_23_mask_B_s075_v1.png,SUCCESS,,run_20260921_124440
corrosion_23_mask_B_s075_v2,corrosion,23,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/inputs/corrosion_23.png,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/original/corrosion_23_mask.png,mask_B,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/inpaint_B/corrosion_23_mask.png,5,corrosion_prompt_v2,"Generate a clearly visible realistic corrosion region on the metallic engine interior surface. Keep it as corrosion, not a clean repaired area, hole, fastener, or seam. Use an irregular rough oxidized patch with natural uneven boundaries while preserving the surrounding geometry and borescope illumination.",0.75,17001,aiplayground/dreamshaper-8-inpainting,master,512,512,20,7.5,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/outputs/corrosion_23_mask_B_s075_v2.png,SUCCESS,,run_20260921_124440
corrosion_23_mask_B_s095_v1,corrosion,23,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/inputs/corrosion_23.png,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/original/corrosion_23_mask.png,mask_B,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/inpaint_B/corrosion_23_mask.png,5,corrosion_prompt_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",0.95,17001,aiplayground/dreamshaper-8-inpainting,master,512,512,20,7.5,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/outputs/corrosion_23_mask_B_s095_v1.png,SUCCESS,,run_20260921_124440
corrosion_23_mask_B_s095_v2,corrosion,23,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/inputs/corrosion_23.png,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/original/corrosion_23_mask.png,mask_B,results/exp13_diffusion_diagnosis/r2_20260921_135903/masks/inpaint_B/corrosion_23_mask.png,5,corrosion_prompt_v2,"Generate a clearly visible realistic corrosion region on the metallic engine interior surface. Keep it as corrosion, not a clean repaired area, hole, fastener, or seam. Use an irregular rough oxidized patch with natural uneven boundaries while preserving the surrounding geometry and borescope illumination.",0.95,17001,aiplayground/dreamshaper-8-inpainting,master,512,512,20,7.5,results/exp13_diffusion_diagnosis/r2_20260921_135903/corrosion/outputs/corrosion_23_mask_B_s095_v2.png,SUCCESS,,run_20260921_124440
